Customer ID,Frequency,Monetary,Tenure,AvgOrderValue,TotalItems,AvgQuantity,UniqueProducts,LastRevenue,StdRevenue,PurchaseSpan,Recency,MaxRevenue,MonthsActive,AvgDaysBetweenPurchases,RevenuePerItem,RevenueConsistency,Churned,Churn_Probability,Risk_Segment
12886,2,1378.4,151,16.809756097560978,770,9.390243902439025,75,19.799999999999997,5.871800778655694,152,68,35.400000000000006,2,76.0,1.7901298701298702,0.3493091002972772,0,0.5259098,Medium Risk
12887,1,222.4,0,17.107692307692307,100,7.6923076923076925,13,13.5,4.6950260095945415,1,384,30.0,1,1.0,2.224,0.27443946998529245,1,0.8501244,High Risk
12888,2,354.12,41,70.824,76,15.2,4,81.36,30.414159202581946,42,214,106.5,2,21.0,4.659473684210527,0.42943294931918485,1,0.7620241,High Risk
12889,4,385.46000000000004,121,15.418400000000002,124,4.96,25,17.0,5.192121178606421,122,381,23.4,4,30.5,3.1085483870967745,0.3367483771731451,1,0.7866969,High Risk
12890,2,706.02,363,5.229777777777778,457,3.3851851851851853,124,3.3,6.850830156327464,364,24,45.0,2,182.0,1.5449015317286652,1.3099658240619354,0,0.16519202,Low Risk
12891,11,840.5,473,76.4090909090909,2325,211.36363636363637,2,85.0,67.0294033174316,474,186,204.00000000000003,9,43.09090909090909,0.361505376344086,0.8772438268789383,1,0.8062349,High Risk
12892,1,263.38,0,14.632222222222222,140,7.777777777777778,18,15.299999999999999,3.3825009117959834,1,397,19.35,1,1.0,1.8812857142857142,0.2311679566114652,1,0.851325,High Risk
12893,1,176.55,0,5.695161290322581,90,2.903225806451613,27,37.44,6.817009545232054,1,31,37.44,1,1.0,1.961666666666667,1.1969827012302106,0,0.8796037,High Risk
12894,1,157.35,0,7.492857142857143,33,1.5714285714285714,21,2.95,5.883117492331037,1,575,20.25,1,1.0,4.768181818181818,0.7851634403492327,1,0.9855641,High Risk
12895,2,372.8,44,16.945454545454545,210,9.545454545454545,22,16.8,3.0378528245373873,45,42,25.0,2,22.5,1.7752380952380953,0.17927243063257114,0,0.39436084,Medium Risk
12897,4,514.25,339,36.732142857142854,249,17.785714285714285,10,29.700000000000003,20.013760719361777,340,205,70.80000000000001,4,85.0,2.0652610441767068,0.5448568790881184,1,0.86182183,High Risk
12898,2,296.21000000000004,195,10.970740740740743,235,8.703703703703704,27,152.64000000000001,29.074426236276118,196,464,152.64000000000001,2,98.0,1.2604680851063832,2.6501789554014215,1,0.8855815,High Risk
12899,1,366.4,0,21.552941176470586,108,6.352941176470588,17,15.0,16.757176359960635,1,414,84.75,1,1.0,3.3925925925925924,0.7774890778366016,1,0.86740386,High Risk
12900,1,340.33,0,26.179230769230767,139,10.692307692307692,13,34.0,13.413709691666499,1,422,59.400000000000006,1,1.0,2.4484172661870502,0.5123798254390283,1,0.76835895,High Risk
12901,28,17654.54,261,152.19431034482758,23075,198.92241379310346,30,780.0,284.30916581968563,262,9,1519.8,10,9.357142857142858,0.7650938244853738,1.8680669807926762,0,0.5070374,Medium Risk
12902,1,138.68,0,13.868,66,6.6,10,16.95,4.766596269876441,1,265,17.700000000000003,1,1.0,2.1012121212121215,0.3437118740897347,1,0.8839492,High Risk
12903,1,833.53,0,20.33,493,12.024390243902438,41,14.850000000000001,7.178274165842373,1,429,46.8,1,1.0,1.6907302231237322,0.35308776024802624,1,0.8038823,High Risk
12904,2,496.06,154,6.986760563380281,294,4.140845070422535,59,1.65,7.420471447219101,155,18,51.0,2,77.5,1.6872789115646258,1.0620761052142003,0,0.6714457,High Risk
12905,2,1018.42,105,18.85962962962963,532,9.851851851851851,52,10.2,9.060696787517612,106,577,51.0,2,53.0,1.9143233082706765,0.48042814018376606,1,0.73543054,High Risk
12906,5,2919.81,66,46.34619047619047,1749,27.761904761904763,55,35.7,55.308113924618844,67,12,360.0,2,13.4,1.6694168096054889,1.1933691497909067,0,0.27407694,Low Risk
12907,2,508.91,98,20.3564,177,7.08,23,24.95,10.470826089664559,99,396,66.0,2,49.5,2.8751977401129944,0.5143751394973846,1,0.80458945,High Risk
12908,5,1776.0,453,355.2,3000,600.0,1,432.0,53.05845832664195,454,176,432.0,5,90.8,0.592,0.1493762903340145,1,0.89373213,High Risk
12909,8,3103.19,614,19.640443037974684,1948,12.329113924050633,120,88.80000000000001,26.986342744190548,615,40,290.0,7,76.875,1.5930133470225873,1.3740190428501338,0,0.07052697,Low Risk
12910,13,5796.52,598,42.31036496350365,3632,26.51094890510949,75,15.0,27.48841147296436,599,23,153.0,10,46.07692307692308,1.5959581497797357,0.6496850475450989,0,0.16037922,Low Risk
12911,1,1651.72,0,6.998813559322034,807,3.419491525423729,220,19.5,11.560755343760352,1,552,144.5,1,1.0,2.046741016109046,1.6518164465692993,1,0.68228275,High Risk
12912,5,1662.3,37,69.2625,670,27.916666666666668,17,102.0,33.47994769748136,38,3,157.92000000000002,3,7.6,2.4810447761194028,0.48337769640832134,0,0.2958186,Low Risk
12913,13,6283.24,733,68.29608695652173,3086,33.54347826086956,52,15.0,91.8299814929925,734,5,714.0,11,56.46153846153846,2.036046662346079,1.3445862799057988,0,0.010850951,Low Risk
12914,1,223.98,0,24.886666666666667,336,37.333333333333336,9,20.4,31.43873725199535,1,401,108.0,1,1.0,0.6666071428571428,1.2632763428339948,1,0.85502595,High Risk
12915,4,975.1,440,16.25166666666667,411,6.85,46,19.5,5.6846505092599475,441,149,38.25,4,110.25,2.372506082725061,0.3497887709523093,1,0.7074073,High Risk
12916,7,4479.73,545,26.044941860465112,1681,9.773255813953488,82,29.700000000000003,24.649378567000223,546,139,163.2,7,78.0,2.664919690660321,0.946417108514138,1,0.40118,Medium Risk
12917,6,4359.2,602,87.184,1104,22.08,45,297.0,107.84203699326687,603,128,297.0,5,100.5,3.948550724637681,1.2369475705779371,1,0.5278394,Medium Risk
12918,1,10953.5,0,10953.5,1,1.0,1,10953.5,0.0,1,626,10953.5,1,1.0,10953.5,0.0,1,0.8857404,High Risk
12919,6,1335.19,161,26.7038,673,13.46,34,39.0,19.894144445652586,162,8,107.28,5,27.0,1.9839375928677565,0.7449930139400605,0,0.44742823,Medium Risk
12920,4,486.64,707,8.248135593220338,420,7.11864406779661,59,10.5,7.973227935123605,708,17,50.400000000000006,3,177.0,1.1586666666666667,0.9666703274952588,0,0.0041443696,Low Risk
12921,74,35233.24,729,23.504496330887257,21328,14.228152101400934,322,17.0,16.747762712403752,730,9,178.20000000000002,23,9.864864864864865,1.6519711177794447,0.7125344222073594,0,0.0026834332,Low Risk
12922,1,405.38,0,14.477857142857143,370,13.214285714285714,28,10.2,5.352446555266491,1,161,35.400000000000006,1,1.0,1.0956216216216217,0.36969880987582454,1,0.7030803,High Risk
12923,3,770.42,511,12.840333333333332,230,3.8333333333333335,54,3.95,18.170556176171722,512,64,102.0,3,170.66666666666666,3.3496521739130434,1.4151156130036908,0,0.31988794,Medium Risk
12924,12,2469.4,642,33.37027027027027,1423,19.22972972972973,56,76.32000000000001,70.16307007725418,643,88,579.6,10,53.583333333333336,1.7353478566408995,2.1025622360560496,0,0.055717908,Low Risk
12925,3,729.3299999999999,588,14.586599999999999,649,12.98,46,15.0,6.419949650129981,589,5,34.68,3,196.33333333333334,1.1237750385208012,0.44012653052321865,0,0.060463764,Low Risk
12926,4,1523.97,314,5.816679389312977,754,2.877862595419847,202,15.299999999999999,5.795127167973412,315,411,30.0,3,78.75,2.021180371352785,0.9962947551520266,1,0.6891306,High Risk
12927,1,197.31,0,17.937272727272727,145,13.181818181818182,11,19.799999999999997,6.4800618683915205,1,395,30.599999999999998,1,1.0,1.3607586206896551,0.36126238179669923,1,0.76312983,High Risk
12928,12,4304.89,514,24.049664804469277,2899,16.195530726256983,94,30.0,16.108110906175945,515,35,126.0,9,42.916666666666664,1.4849568816833392,0.6697852563492898,0,0.180421,Low Risk
12929,1,117.85,0,14.73125,37,4.625,8,14.95,3.065352170399257,1,312,17.85,1,1.0,3.185135135135135,0.20808500096049262,1,0.97046304,High Risk
12930,2,415.8,93,16.632,252,10.08,20,17.700000000000003,5.447373220186039,94,78,27.04,2,47.0,1.6500000000000001,0.32752364238732795,0,0.75611943,High Risk
12931,57,92347.34,717,423.61165137614677,62906,288.5596330275229,37,216.0,489.20067516092587,718,22,4176.0,19,12.596491228070175,1.4680211744507679,1.1548329078572468,0,0.005665772,Low Risk
12932,8,1698.56,128,17.87957894736842,1609,16.936842105263157,69,10.5,14.556629762194088,129,539,101.76,5,16.125,1.0556619018023616,0.8141483535515016,1,0.36610046,Medium Risk
12933,8,1636.6299999999999,704,5.663079584775086,949,3.283737024221453,227,5.8,5.228416333673859,705,24,52.5,6,88.125,1.7245837723919915,0.9232461340875736,0,0.006836091,Low Risk
12934,1,181.65,0,90.825,31,15.5,2,79.95,15.379572490807409,1,737,101.7,1,1.0,5.859677419354839,0.1693319294336076,1,0.92945236,High Risk
12935,15,4243.86,605,16.70811023622047,3201,12.60236220472441,113,13.200000000000001,6.55728056670505,606,2,70.80000000000001,12,40.4,1.3257919400187441,0.39246093507869795,0,0.053847264,Low Risk
12936,4,1063.9,61,17.15967741935484,559,9.016129032258064,56,8.850000000000001,20.085317365297662,62,17,102.0,2,15.5,1.9032200357781754,1.1704950433766848,0,0.39660144,Medium Risk
12937,9,3097.61,720,14.274700460829493,1983,9.138248847926267,128,15.8,13.552613866638211,721,15,81.6,8,80.11111111111111,1.56208270297529,0.9494149389563218,0,0.0033646051,Low Risk
12938,1,114.14,0,12.682222222222222,140,15.555555555555555,9,13.52,4.102614342641099,1,26,19.799999999999997,1,1.0,0.8152857142857143,0.32349333348317755,0,0.45035046,Medium Risk
12939,20,25264.8,632,293.7767441860465,10328,120.09302325581395,24,270.0,192.98983160925624,633,64,825.0,14,31.65,2.446243222308288,0.656926851524494,0,0.15891616,Low Risk
12940,2,899.69,33,9.371770833333334,404,4.208333333333333,87,29.9,7.824960197617511,34,55,51.0,2,17.0,2.2269554455445544,0.8349500149732474,0,0.4582287,Medium Risk
12941,1,377.49,0,13.981111111111112,381,14.11111111111111,27,10.2,10.530264564334164,1,724,46.8,1,1.0,0.9907874015748032,0.7531779470635578,1,0.5711402,Medium Risk
12942,3,675.6,234,9.651428571428571,198,2.8285714285714287,68,0.95,7.261847947373042,235,131,25.5,3,78.33333333333333,3.412121212121212,0.7524117174602026,1,0.8986723,High Risk
12943,2,496.5,47,19.86,222,8.88,22,19.9,14.995554896924176,48,558,79.19999999999999,2,24.0,2.2364864864864864,0.7550631871563029,1,0.7181962,High Risk
12944,2,604.51,319,20.150333333333332,289,9.633333333333333,29,17.34,7.678847113239446,320,36,39.8,2,160.0,2.091730103806228,0.38107791996357937,0,0.67956495,High Risk
12945,2,900.11,367,17.64921568627451,446,8.745098039215685,47,15.0,6.761484701790651,368,288,58.0,2,184.0,2.018183856502242,0.38310397594885426,1,0.47380546,Medium Risk
12946,1,324.45,0,16.2225,149,7.45,20,11.9,3.374380060021941,1,437,23.4,1,1.0,2.17751677852349,0.20800616797792826,1,0.8421614,High Risk
12947,6,1603.99,229,16.535979381443298,1165,12.010309278350515,83,16.5,14.68011230229196,230,144,130.0,5,38.333333333333336,1.3768154506437769,0.8877679370334729,1,0.63324225,High Risk
12948,9,2317.43,721,18.53944,1304,10.432,89,19.5,8.370326457579274,722,16,49.5,6,80.22222222222223,1.7771702453987728,0.45148755612786984,0,0.005980647,Low Risk
12949,22,15526.7,705,21.715664335664336,8233,11.514685314685314,347,15.0,10.654750729531887,706,31,76.19999999999999,13,32.09090909090909,1.88591036074335,0.49064815908179454,0,0.004110648,Low Risk
12950,3,1843.0,21,80.1304347826087,1380,60.0,13,72.0,66.61718611714254,22,2,179.0,2,7.333333333333333,1.3355072463768116,0.831359349264394,0,0.1649905,Low Risk
12951,15,3213.7200000000003,689,16.56556701030928,1662,8.56701030927835,110,17.700000000000003,5.921191847024441,690,9,35.7,13,46.0,1.9336462093862818,0.35743973287117153,0,0.0048053293,Low Risk
12952,4,1387.79,72,17.566962025316457,653,8.265822784810126,64,12.5,5.732306412451426,73,6,33.9,3,18.25,2.125252679938744,0.3263117666099789,0,0.1775741,Low Risk
12953,2,828.8100000000001,512,17.266875000000002,364,7.583333333333333,45,16.5,5.166589539861306,513,10,35.400000000000006,2,256.5,2.2769505494505498,0.2992197221478296,0,0.14107898,Low Risk
12954,1,162.45,0,16.244999999999997,83,8.3,10,19.799999999999997,5.298136464833649,1,639,25.5,1,1.0,1.9572289156626506,0.3261395176875131,1,0.77235466,High Risk
12955,11,4757.16,266,26.428666666666665,3664,20.355555555555554,81,19.799999999999997,21.355406689181432,267,1,157.92000000000002,8,24.272727272727273,1.2983515283842795,0.8080395034122582,0,0.27444896,Low Risk
12956,4,521.89,417,12.425952380952381,340,8.095238095238095,42,8.5,8.246113662463214,418,306,35.400000000000006,3,104.5,1.534970588235294,0.6636202529718044,1,0.6804684,High Risk
12957,13,8706.97,718,17.769326530612243,4686,9.56326530612245,402,23.8,7.716077825535732,719,10,76.5,10,55.30769230769231,1.8580815194195475,0.4342358058558269,0,0.0040148175,Low Risk
12958,2,467.34,182,9.537551020408163,118,2.4081632653061225,45,15.299999999999999,11.56007290393178,183,400,65.69999999999999,2,91.5,3.960508474576271,1.2120588271764825,1,0.90300405,High Risk
12959,1,150.95,0,18.86875,109,13.625,8,9.899999999999999,13.117734383541347,1,484,40.8,1,1.0,1.3848623853211008,0.6952095069117641,1,0.71989083,High Risk
12960,4,1322.07,247,18.886714285714284,1379,19.7,49,15.6,9.948268907956319,248,414,70.80000000000001,4,62.0,0.9587164612037709,0.5267337006035553,1,0.5689297,Medium Risk
12961,1,211.99,0,5.29975,180,4.5,37,9.75,4.062610306194775,1,379,17.700000000000003,1,1.0,1.1777222222222223,0.7665664052445444,1,0.9183948,High Risk
12962,2,266.39,106,16.649375,129,8.0625,15,10.2,7.712389572413123,107,7,35.400000000000006,2,53.5,2.0650387596899225,0.46322396921284575,0,0.60894686,High Risk
12963,12,3235.79,510,18.596494252873562,1637,9.408045977011493,129,22.5,7.644172347330308,511,8,53.1,8,42.583333333333336,1.976658521686011,0.41105448389279703,0,0.21031761,Low Risk
12964,1,132.24,0,5.086153846153847,56,2.1538461538461537,26,5.95,2.4959055702058555,1,437,9.9,1,1.0,2.3614285714285717,0.49072553558191345,1,0.7691684,High Risk
12965,1,769.8100000000001,0,7.1278703703703705,282,2.611111111111111,108,8.5,5.507692674783292,1,89,31.8,1,1.0,2.729822695035461,0.7726982097876041,0,0.5309783,Medium Risk
12966,1,160.18,0,16.018,75,7.5,10,17.700000000000003,3.963964906224295,1,10,25.200000000000003,1,1.0,2.1357333333333335,0.2474694035600134,0,0.60578185,High Risk
